icd9v6.01编码,实际操作名称v6.01,属性v6.01,录入选项v6.01
07.14001,经蝶骨垂体活检,诊断性操作,必选
07.15001,垂体活检,诊断性操作,必选
07.16001,胸腺活检,诊断性操作,必选
07.17001,松果体活检,诊断性操作,必选
07.21001,腹腔镜下肾上腺病损切除术,,必选
07.21005,肾上腺病损切除术,,必选
07.22001,单侧肾上腺切除术,,必选
07.22002,腹腔镜下单侧肾上腺切除术,,必选
07.29001,单侧肾上腺大部分切除术,,必选
07.29002,腹腔镜下肾上腺部分切除术,,必选
07.29003,肾上腺部分切除术,,必选
07.3 001,双侧肾上腺切除术,,必选
07.41001,肾上腺探查术,,必选
07.41002,肾上腺囊肿切开引流术,,必选
07.42001,肾上腺神经切断术,,必选
07.43001,肾上腺血管结扎术,,必选
07.44001,肾上腺修补术,,必选
07.45001,肾上腺自体移植术,,必选
07.51001,松果体探查术,,必选
07.52001,松果体切开术,,必选
07.53001,松果体部分切除术,,必选
07.53002,松果体病损切除术,,必选
07.54001,松果体全部切除术,,必选
07.61001,经额垂体病损切除术,,必选
07.61002,经额垂体部分切除术,,必选
07.62002,经蝶骨垂体病损切除术,,必选
07.62003,经蝶骨垂体部分切除术,,必选
07.62006,经蝶骨入路内窥镜下垂体部分切除术,,必选
07.62007,神经内镜下经鼻腔-蝶窦垂体病损切除术,,必选
07.63001,垂体病损切除术,,必选
07.64001,经额垂体全部切除术,,必选
07.65001,经蝶骨垂体全部切除术,,必选
07.65002,经蝶骨入路内窥镜下垂体全部切除术,,必选
07.69001,垂体切除术,,必选
07.71001,垂体窝探查术,,必选
07.72002,经蝶骨垂体探查术,,必选
07.72003,拉克氏(Rathke's)囊切除术,,必选
07.72004,颅咽管瘤穿刺抽吸术,治疗性操作,必选
07.79001,空蝶鞍填塞术,,必选
07.81005,胸腺病变切除术,,必选
07.81006,胸腺部分切除术,,必选
07.81009,CT引导下胸腺病损射频消融术,治疗性操作,必选
07.82002,胸腺扩大切除术,,必选
07.82003,胸腺切除术,,必选
07.83001,胸腔镜下胸腺部分切除术,,必选
07.83002,胸腔镜下胸腺病损切除术,,必选
07.84001,胸腔镜下胸腺切除术,,必选
07.84002,胸腔镜下胸腺扩大切除术,,必选
07.91001,胸腺区探查术,,必选
07.92001,胸腺切开探查术,,必选
07.93001,胸腺修补术,,必选
07.94001,胸腺移植术,,必选
07.99001,胸腺固定术,,必选
08.01001,睑缘切开术,,必选
08.02001,眼睑缝合后切开术,,必选
08.09001,眼睑切开探查术,,必选
08.09002,眼睑切开异物取出术,,必选
08.09004,眼睑粘连松解术,,必选
08.11001,眼睑活检,诊断性操作,必选
08.20003,眉部瘢痕切除术,,必选
08.20004,眉部病损切除术,,必选
08.20005,眼睑瘢痕切除术,,必选
08.20006,眼睑病损切除术,,必选
08.20009,眼睑皮肤和皮下坏死组织切除清创术,,必选
08.20010,眼睑皮肤和皮下组织非切除性清创,治疗性操作,必选
08.21001,睑板腺囊肿刮除术,,必选
08.21004,睑板腺脓肿切开引流术,,必选
08.22001,睑板腺病损切除术,,必选
08.22003,眼睑小病损切除术,,必选
08.23001,眼睑病损板层切除术,,必选
08.24001,眼睑病损全层切除术,,必选
08.25001,眼睑病损破坏术,,必选
08.31001,上睑下垂额肌瓣悬吊术,,必选
08.32001,上睑下垂缝线悬吊术,,必选
08.32002,上睑下垂异体组织额肌悬吊术,,必选
08.32003,上睑下垂额肌悬吊术,,必选
08.33001,上睑下垂提上睑肌缩短术,,必选
08.36002,上睑下垂眼轮匝肌悬吊术,,必选
08.37001,睑下垂矫正过度复位术,,必选
08.38001,睑退缩矫正术,,必选
08.41001,眼睑内翻热灼修补术,,必选
08.42001,眼睑内翻缝合术,,必选
08.42003,眼睑内翻睑轮匝肌重叠修补术,,必选
08.43001,眼睑外翻楔形切除修补术,,必选
08.44001,睑内翻矫正伴睑重建术,,必选
08.44002,眼睑外翻矫正伴睑重建术,,必选
08.49002,眼睑内翻矫正术,,必选
08.49003,眼睑外翻矫正术,,必选
08.51001,睑裂增大术,,必选
08.52001,眼睑缝合术,,必选
08.52002,睑缘缝合术,,必选
08.52003,眦缝合术,,必选
08.59001,眦移位矫正术,,必选
08.59002,内眦赘皮修补术,,必选
08.59004,内眦成形术,,必选
08.59005,外眦成形术,,必选
08.61001,黏膜移植眼睑重建术,,必选
08.61002,眼睑全厚植皮术,,必选
08.61003,眼睑中厚植皮术,,必选
08.61004,游离皮瓣移植眼睑重建术,,必选
08.62001,黏膜瓣移植眼睑重建术,,必选
08.64001,眼睑结膜睑板移植重建术,,必选
08.70001,眉重建术,,必选
08.71001,眼睑非全层伴睑缘重建术,,必选
08.72001,眼睑板层重建术,,必选
08.73001,眼睑全层伴睑缘重建术,,必选
08.74001,眼睑全层重建术,,必选
08.74002,睑板重建术,,必选
08.81001,眉裂伤缝合术,,必选
08.81002,眼睑裂伤缝合术,,必选
08.82001,眼睑非全层的眼睑裂伤及修补术,,必选
08.83001,眼睑非全层裂伤修补术,,必选
08.84001,眼睑全层及睑缘裂伤修补术,,必选
08.85001,眼睑全层裂伤修补术,,必选
08.86001,下眼睑皱纹切除术,,必选
08.86002,眼袋切除术,,必选
08.87001,上眼睑皱纹切除术,,必选
08.89002,异体睑板移植术,,必选
08.89003,外眦皱纹切除术,,必选
08.89004,重睑成形术,,必选
08.89005,重建眉修整术,,必选
08.91001,睫毛电解术,治疗性操作,必选
08.93001,眼睑拔睫毛术,治疗性操作,必选
08.99002,睫毛重建术,,必选
08.99003,眼睑缝线去除,治疗性操作,必选
09.0 001,泪囊切开引流术,,必选
09.11001,泪腺活检,诊断性操作,必选
09.12001,泪囊活检,诊断性操作,必选
09.21001,泪腺病损切除术,,必选
09.22001,泪腺部分切除术,,必选
09.23001,泪腺全部切除术,,必选
09.3 001,泪腺修复术,,必选
09.41002,泪点扩张术,治疗性操作,必选
09.42002,泪小管探通术,治疗性操作,必选
09.43001,鼻泪管探通术,治疗性操作,必选
09.44001,鼻泪管插管术,治疗性操作,必选
09.44002,鼻泪管激光探通插管术,治疗性操作,必选
09.44003,人工泪管置入术,治疗性操作,必选
09.49001,鼻泪管扩张模置入术,治疗性操作,必选
09.49002,鼻内镜下人工泪管取出术,,必选
09.51001,泪点切开术,,必选
09.52001,泪小管切开术,,必选
09.53001,泪囊切开术,,必选
09.6 002,泪囊病损切除术,,必选
09.6 005,泪囊切除术,,必选
09.6 006,泪小管病损切除术,,必选
09.71001,泪点外翻矫正术,,必选
09.73001,泪小管成形术,,必选
09.73002,泪小管吻合术,,必选
09.73004,泪道重建术,,必选
09.81002,泪囊-鼻腔吻合术[DCR手术],,必选
09.81003,鼻内窥镜下鼻-泪管吻合术,,必选
09.81004,鼻内镜下鼻腔泪囊造口术,,必选
09.82001,结膜泪囊-鼻腔吻合术[CDCR手术],,必选
09.83001,结膜-鼻腔吻合插管术,,必选
09.91001,泪点封闭术,治疗性操作,必选
09.99002,泪囊瘘口封闭术,,必选
10.0 001,结膜切开异物取出术,,必选
10.1 001,结膜切开探查术,,必选
10.21001,结膜活检,诊断性操作,必选
10.31001,结膜病损切除术,,必选
10.32001,结膜病损破坏术,,必选
10.33001,沙眼滤泡去除术,,必选
10.33002,结膜结石取出术,治疗性操作,必选
10.41001,睑球粘连游离移植物修补术,,必选
10.41002,睑球粘连羊膜移植修补术,,必选
10.41003,睑球粘连口唇黏膜移植修补术,,必选
10.42001,结膜穹窿游离移植物重建术,,必选
10.42002,结膜穹窿羊膜移植重建术,,必选
10.42003,结膜穹窿口唇黏膜移植重建术,,必选
10.43001,结膜囊成形术,,必选
10.43002,结膜穹窿成形术,,必选
10.44001,结膜移植术,,必选
10.44002,异体结膜移植术,,必选
10.49001,结膜成形术,,必选
10.49002,结膜滤过泡瘘修补术,,必选
10.49003,结膜修补术,,必选
10.5 002,睑球粘连松解术,,必选
10.6 001,结膜缝合术,,必选
10.6 002,结膜撕裂修补术,,必选
10.91001,结膜下注射,治疗性操作,必选
10.99001,结膜遮盖术,,必选
10.99002,结膜松弛矫正术,,必选
10.99003,结膜缝线拆除术,,必选
11.0 001,角膜异物磁吸去除术,治疗性操作,必选
11.1 001,角膜切开术,,必选
11.1 002,角膜切开异物取出术,,必选
11.21001,角膜涂片检查,诊断性操作,必选
11.22001,角膜活检,诊断性操作,必选
11.29002,角膜印迹细胞检查,诊断性操作,必选
11.29003,角膜内皮细胞计数检查,诊断性操作,必选
11.31001,翼状胬肉转位术,,必选
11.32001,翼状胬肉切除伴角膜移植术,,必选
11.32003,翼状胬肉切除伴自体干细胞移植术,,必选
11.32004,翼状胬肉切除伴异体干细胞移植术,,必选
11.32005,翼状胬肉切除伴羊膜植片移植术,,必选
11.32006,翼状胬肉切除术伴丝裂霉素注入,,必选
11.39001,翼状胬肉切除术,,必选
11.41001,角膜上皮刮除术,,必选
11.42001,角膜病损烧灼术,,必选
11.43001,角膜病损冷冻术,,必选
11.49001,角膜板层切除术,,必选
11.49002,角膜病损切除术,,必选
11.51001,角膜裂伤缝合术,,必选
11.52001,角膜术后伤口裂开修补术,,必选
11.53001,结膜瓣角膜修补术,,必选
11.59001,角膜修补术,,必选
11.59002,角膜间层烧灼术,,必选
11.60001,角膜移植术,,必选
11.60002,部分角膜缘移植术,,必选
11.60003,全角膜缘移植术,,必选
11.61001,板层角膜成形术伴自体移植物,,必选
11.62002,板层角膜移植术,,必选
11.63001,穿透性自体角膜移植术,,必选
11.63002,自体角膜转位术,,必选
11.64001,穿透性角膜移植术,,必选
11.64002,羊膜移植的角膜成形术,,必选
11.69001,角膜干细胞移植术,,必选
11.69004,角膜内皮移植术,,必选
11.71001,屈光性角膜成形术,,必选
11.72002,准分子激光角膜原位磨镶术[LASIK],治疗性操作,必选
11.72003,准分子激光上皮下角膜磨镶术[LASEK],治疗性操作,必选
11.72004,机械法准分子激光上皮下角膜磨镶术[Epi-LASEK],治疗性操作,必选
11.72005,准分子激光屈光性角膜切削术[PRK],治疗性操作,必选
11.72006,前弹力层下角膜磨镶术[SBK],治疗性操作,必选
11.73001,人工角膜移植术,,必选
11.74001,角膜交联术,,必选
11.75001,放射状角膜切开术[RK],治疗性操作,必选
11.76001,表面角膜镜片术,,必选
11.91001,角膜染色术[墨针],,必选
11.92001,植入角膜去除术,,必选
11.99001,角膜缝线拆除术,,必选
12.01001,眼内异物磁吸取出术,,必选
12.02002,眼前房切开异物取出术,,必选
12.02003,巩膜异物取出术,,必选
12.11001,虹膜激光打孔术,,必选
12.11002,虹膜激光切开贯通术,,必选
12.12001,虹膜切开术,,必选
12.12002,瞳孔缘剪开术,,必选
12.13001,虹膜脱出切除术,,必选
12.14001,虹膜部分切除术,,必选
12.14003,虹膜激光切除术,,必选
12.14004,虹膜周边激光切除术,,必选
12.14005,虹膜周边切除术,,必选
12.14007,虹膜切除术,,必选
12.14008,瞳孔前膜激光切开术,,必选
12.21001,眼前房诊断性抽吸,诊断性操作,必选
12.22001,虹膜活检,诊断性操作,必选
12.31001,虹膜前房角粘连松解术,,必选
12.32001,虹膜前粘连松解术,,必选
12.33001,虹膜粘连松解术,,必选
12.34001,角膜-玻璃体粘连松解术,,必选
12.35001,瞳孔残膜切除术,,必选
12.35002,瞳孔成形术,,必选
12.35003,瞳孔膜穿刺术,,必选
12.35004,瞳孔粘连松解术,,必选
12.39001,虹膜修补术,,必选
12.39004,虹膜还纳术,,必选
12.41001,眼前房病损激光切除术,,必选
12.42001,虹膜病损切除术,,必选
12.43001,睫状体病损破坏术,,必选
12.44001,睫状体病损切除术,,必选
12.51001,前房角穿刺术,治疗性操作,必选
12.52001,前房角切开术,,必选
12.53001,眼前房角切开伴眼前房穿刺术,,必选
12.54001,外路小梁切开术,,必选
12.55001,睫状体分离术,,必选
12.59001,房角分离术,,必选
12.59002,前房角成形术,,必选
12.59003,巩膜静脉窦扩张术[Schlemm's管扩张术],,必选
12.61001,巩膜环钻术伴虹膜切除术,,必选
12.62001,巩膜热灼术伴虹膜切除术,,必选
12.63001,虹膜嵌顿术和虹膜牵引术,,必选
12.64001,激光小梁成形术[ALP、KLP],,必选
12.64002,氪激光小梁成形术[KLP],,必选
12.64003,滤帘切除术[小梁切除术],,必选
12.64004,外路小梁切除术,,必选
12.64005,氩激光小梁成形术[ALP],,必选
12.64006,小梁切除术伴丝裂霉素注入,,必选
12.64007,非穿透性小梁切除术,,必选
12.64008,小梁切除术伴羊膜移植,,必选
12.64009,小梁切除术伴人造移植物,,必选
12.64010,滤过道再通术,,必选
12.64011,小梁消融术,,必选
12.65001,巩膜切除术,,必选
12.65003,巩膜灼瘘术,,必选
12.65004,虹膜周边切除伴巩膜造瘘术[谢氏手术],,必选
12.66001,巩膜造瘘术后修正术,,必选
12.66002,巩膜滤泡修正术,,必选
12.67001,房水引流器置入术[EX-PRESS],,必选
12.67002,硅管调整术,治疗性操作,必选
12.67003,硅管取出术,治疗性操作,必选
12.67004,硅管置入术,治疗性操作,必选
12.67005,青光眼阀取出术,治疗性操作,必选
12.67006,青光眼阀修复调位术,治疗性操作,必选
12.67007,青光眼阀置入术,治疗性操作,必选
12.67008,眼压调节器置入术,治疗性操作,必选
12.67009,眼压调节器修正术,,必选
12.67010,眼压调节器再次置入术,,必选
12.71001,睫状体透热术,治疗性操作,必选
12.72001,睫状体冷冻术,治疗性操作,必选
12.73001,睫状体光凝术,治疗性操作,必选
12.81001,巩膜裂伤缝合术,,必选
12.82001,巩膜瘘修补术,,必选
12.83001,巩膜缝线调整术,,必选
12.83002,眼前节手术伤口修补术,,必选
12.84001,巩膜病损切除术,,必选
12.84002,巩膜咬切术,,必选
12.84004,巩膜缝合术,,必选
12.84005,巩膜透热术,,必选
12.85001,巩膜葡萄肿移植物修补术,,必选
12.85002,异体巩膜移植术,,必选
12.86001,巩膜葡萄肿修补术,,必选
12.87001,巩膜外加压伴填充术,,必选
12.87002,巩膜异体羊膜填充术,,必选
12.87003,巩膜生物胶置入术,,必选
12.87004,后巩膜加固术,,必选
12.88001,巩膜外加压术,,必选
12.88002,巩膜移植物加固术,,必选
12.89001,巩膜板层移植术,,必选
12.89002,巩膜放液术,治疗性操作,必选
12.89003,巩膜冷冻术,治疗性操作,必选
12.89004,巩膜探查术,,必选
12.89005,巩膜修补术,,必选
12.89007,巩膜交联术,,必选
12.91002,机化膜切除,治疗性操作,必选
12.91004,睫状体放液术,治疗性操作,必选
12.91005,前房冲洗术,,必选
12.91006,前房抽吸术,治疗性操作,必选
12.91007,前房穿刺术,治疗性操作,必选
12.92002,前房注气术,,必选
12.92003,前房注液术,,必选
12.93001,前房上皮衍生物去除术,,必选
12.93002,前房上皮衍生物破坏术,,必选
12.97001,人工虹膜隔取出术,,必选
12.97002,人工虹膜隔置入术,,必选
12.98001,睫状体缝合术,,必选
12.98002,睫状体复位术,,必选
12.99001,放射敷贴器取出术,,必选
12.99002,放射敷贴器置入术,,必选
12.99003,滤过泡修补术,,必选
12.99004,滤过泡增生组织切除术,,必选
12.99005,前房成形术,,必选
12.99006,前房导管去除术,,必选
12.99007,前房导管修正术,,必选
12.99008,前房硅油取出术,,必选
12.99009,滤过泡分离术,,必选
13.01001,晶状体异物磁吸术,,必选
13.02001,晶状体切开异物取出术,,必选
13.11001,经颞下晶状体囊内摘除术,,必选
13.19004,白内障囊内摘除术,,必选
13.19006,白内障针吸术,,必选
13.19007,晶状体囊内摘除术,,必选
13.19008,膜性白内障剪除术,,必选
13.3 001,晶状体单纯抽吸囊外摘除术,,必选
13.41001,白内障超声乳化抽吸术,,必选
13.42001,经后路白内障切割吸出术,,必选
13.43001,白内障切割吸出术,,必选
13.51001,经颞侧晶状体囊外摘除术,,必选
13.59001,白内障囊外摘除术,,必选
