北京临床版编码v8.0,北京临床版名称v8.0,医保版编码v2.0,医保版名称v2.0,备注
02.94002,环状钳插入术,02.9402,环状钳插入术,
02.94003,颅钳置换术,02.9403,颅钳置换术,
02.94004,环状钳置换术,02.9404,环状钳置换术,
02.94005,头颅骨盆牵引装置置入术,02.9405,头颅骨盆牵引装置置入术,
02.95001,颅钳牵引装置去除术,02.9501,颅钳牵引装置去除术,
02.95002,环状钳牵引装置去除术,02.9502,环状钳牵引装置去除术,
02.95003,头颅骨盆牵引装置去除术,02.9503,头颅骨盆牵引装置去除术,
02.96001,蝶骨电极置入术,02.9600,蝶骨电极置入,
02.99001,导水管粘连松解术,02.9901,中脑导水管粘连松解术,
03.01001,椎管内异物去除术,03.0100x001,椎管内异物去除术,
03.02001,椎板切除术部位再切开,03.0200,椎板切除术部位再切开,
03.09003,颈椎后路单开门椎管减压术,03.0900x003,颈椎后路单开门椎管减压术,
03.09004,颈椎后路双开门椎管减压术,03.0900x004,颈椎后路双开门椎管减压术,
03.09005,颈椎前路椎管减压术,03.0900x005,颈椎前路椎管减压术,
03.09006,腰椎椎板切除减压术,03.0900x006,腰椎椎板切除减压术,
03.09007,胸椎椎板切除减压术,03.0900x007,胸椎椎板切除减压术,
03.09009,椎管成形术,03.0900x009,椎管成形术,
03.09010,椎管减压术,03.0900x010,椎管减压术,
03.09014,椎管钻孔减压术,03.0900x014,椎管钻孔减压术,
03.09015,椎管探查术,03.0901,椎管探查术,
03.09016,椎间孔切开术,03.0900x016,椎间孔切开术,
03.09020,脊髓神经根探查术,03.0903,脊神经根探查术,
03.09021,颈椎椎间孔钻孔减压术,03.0900x021,颈椎椎间孔钻孔减压术,
03.09022,经皮内镜颈椎椎板切除减压术,03.0900x022,经皮内镜颈椎椎板切除减压术,
03.09023,胸椎后路椎板切除减压术,03.0900x023,胸椎后路椎板切除减压术,
03.09024,胸椎前路椎板切除减压术,03.0900x024,胸椎前路椎板切除减压术,
03.09025,腰椎前路椎板切除减压术,03.0900x025,腰椎前路椎板切除减压术,
03.09026,腰椎后路椎板切除减压术,03.0900x026,腰椎后路椎板切除减压术,
03.09027,腰椎后路椎板成形术,03.0900x027,腰椎后路椎板成形术,
03.09028,骶椎后路椎管减压术,03.0900x028,骶椎后路椎管减压术,
03.1001,椎管内神经根切断术,03.1x00x001,椎管内神经根切断术,
03.1003,马尾神经切断术,03.1x00x003,马尾神经切断术,
03.1004,脊髓后根神经切断术,03.1x01,脊髓后根神经切断术,
03.1005,脊髓前根神经切断术,03.1x02,脊髓前根神经切断术,
03.21001,经皮脊髓切断术,03.2100x001,经皮脊髓切断术,
03.21002,立体定向脊髓切断术,03.2101,立体定向脊髓切断术,
03.29001,脊髓前外侧束切断术,03.2901,脊髓前外侧束切断术,
03.29002,脊髓神经束切断术,03.2902,脊髓神经束切断术,
03.29003,脊髓前连合切断术,03.2900x003,脊髓前连合切断术,
03.29004,脊髓前连合切开术,03.2900x004,脊髓前连合切开术,
03.29005,脊髓背根入髓区切开术,03.2900x005,脊髓背根入髓区切开术,
03.29006,脊髓后正中点状切开术,03.0900x019,脊髓后正中点状切开术,
03.29007,脊髓丘脑侧索切断术,03.2903,脊髓丘脑侧索切断术,
03.31002,腰椎穿刺,03.3101,腰椎穿刺术,
03.31003,腰大池引流术,03.3100x001,腰大池引流术,
03.32001,脊髓活检,03.3202,脊髓活组织检查术,
03.32002,硬脊膜活检,03.3201,硬脊膜活组织检查,
03.4002,脊髓病损栓塞术,03.4x00x002,脊髓病损栓塞术,
03.4003,硬脊膜囊肿造袋术,03.4x02,硬脊膜囊肿造袋术,
03.4004,硬脊膜切除术,03.4x00x004,硬脊膜切除术,
03.4007,脊髓脊膜病损电凝破坏术,03.4x00x007,脊髓脊膜病损电凝破坏术,
03.4008,椎管内病损切除术,03.4x00x008,椎管内外病损切除术,
03.4009,神经内镜下椎管内病损切除术,03.4x07,内镜下椎管内病损切除术,
03.4010,椎管内外病损切除术,03.4x00x008,椎管内外病损切除术,
03.4011,椎管外神经根病损切除术,03.4x00x009,椎管外神经根病损切除术,
03.4012,脊髓病损切除术,03.4x03,脊髓病损切除术,
03.4013,硬脊膜病损切除术,03.4x04,硬脊膜病损切除术,
03.4014,硬脊膜外病损切除术,03.4x05,硬脊膜外病损切除术,
03.4015,硬脊膜下病损切除术,03.4x06,硬脊膜下病损切除术,
03.51003,脑脊膜膨出修补术,03.5100x003,脑脊膜膨出修补术,
03.52001,脊髓脊膜膨出修补术,03.5200x003,脊髓外露修补术,
03.52003,脊髓外露修补术,03.5200x003,脊髓外露修补术,
03.53001,脊椎骨折复位术,03.5300x001,脊椎骨折复位术,
03.53003,脊椎骨折切开复位内固定术,03.5301,脊椎骨折切开复位内固定术,
03.53004,颈椎骨折切开复位内固定术,03.5302,颈椎骨折切开复位内固定术,
03.53005,齿状突骨折切开复位内固定术,03.5303,齿状突骨折切开复位内固定术,
03.53006,胸椎骨折切开复位内固定术,03.5304,胸椎骨折切开复位内固定术,
03.53007,腰椎骨折切开复位内固定术,03.5305,腰椎骨折切开复位内固定术,
03.59003,脊髓纵裂修补术,03.5902,脊髓纵裂修补术,
03.59004,脊柱裂修补术,03.5901,脊柱裂修补术,
03.59005,硬脊膜修补术,03.5900x005,硬脊膜修补术,
03.59006,脊膜修补术,03.5903,脊膜修补术,
03.59007,椎弓缺损修补术,03.5904,椎弓缺损修补术,
03.6001,脊髓蛛网膜粘连松解术,03.6x03,脊髓蛛网膜粘连松解术,
03.6005,脊髓神经根粘连松解术,03.6x02,脊髓神经根粘连松解术,
03.6007,脊髓粘连松解术,03.6x01,脊髓粘连松解术,
03.6008,脊髓终丝切断术,03.6x00x008,脊髓终丝切断术,
03.6010,脊髓脊膜松解术,03.6x00x010,脊髓脊膜松解术,
03.6011,脊髓栓系松解术,03.6x00x011,脊髓栓系松解术,
03.71001,脊髓蛛网膜下腔-腹腔分流术,03.7100,脊髓蛛网膜下-腹腔分流术,
03.72001,脊髓蛛网膜下腔-输尿管分流术,03.7200,脊髓蛛网膜下-输尿管分流术,
03.79001,脊髓-硬膜外分流术,03.7901,脊髓硬膜外分流术,
03.79002,脊髓-蛛网膜下腔分流术,03.7900x002,脊髓-蛛网膜下腔分流术,
03.79003,胸腔-脊膜吻合术,03.7904,胸腔脊膜吻合术,
03.8002,椎管内注射无水酒精,03.8x01,椎管内无水酒精注射,
03.90001,连续硬膜外阻滞术,03.9000x001,连续硬膜外阻滞术,
03.91002,椎管内置管止痛术,03.9101,椎管内置管止痛术,
03.91004,椎管内止痛剂注入术,03.9100x004,椎管内止痛剂注入术,
03.92001,椎管内注射封闭,03.9200x001,椎管内注射封闭,
03.93002,骶神经刺激器导线置入术,04.9200x003,骶神经神经刺激器导线置入术,
03.93003,脊髓神经刺激器导线置入术,03.9300x003,脊髓神经刺激器导线置入术,
03.93004,脊髓神经刺激器导线置换术,03.9300x004,脊髓神经刺激器导线置换术,
03.94002,脊髓神经刺激器导线去除术,03.9400x002,脊髓神经刺激器导线取出术,
03.94003,骶神经刺激器导线去除术,03.9400x001,骶神经电刺激器导线取出术,
03.95001,脊髓血块补片,03.9500,脊髓血块补片,
03.96001,经皮椎骨关节面去神经术,03.9600,经皮的椎骨关节面去神经术,
03.97001,脊髓膜分流修正术,03.9700x001,脊髓膜分流修正术,
03.98001,脊髓蛛网膜下腔-腹腔分流管去除术,03.9801,脊髓蛛网膜下腔-腹腔分流管去除术,
03.99003,脊髓造瘘术,03.9900x003,脊髓造瘘术,
03.99004,脊髓切开引流术,03.9900x004,脊髓切开引流术,
04.01003,听神经切断术,04.0100x003,听神经切断术,
04.01004,前庭神经切断术,04.0103,前庭神经切断术,
04.01006,经迷路内听道听神经瘤切除术,04.0102,经迷路内听道听神经瘤切除术,
04.01008,经乙状窦后入路听神经瘤切除术,04.0101,经乙状窦后入路听神经瘤切除术,
04.02001,经颞下三叉神经根切断术[Frazier手术],04.0202,颞下三叉神经根切断术,
04.02004,经后颅窝三叉神经感觉根切断术,04.0203,经后颅窝三叉神经感觉根切断术,
04.02005,三叉神经感觉根部分切断术,04.0200x005,三叉神经感觉根部分切断术,
04.02006,鼻内镜下三叉神经切断术,04.0200x006,鼻内镜下三叉神经切断术,
04.02007,延髓三叉神经脊髓束切断术,04.0201,延髓三叉神经脊髓束切断术,
04.02008,上牙槽神经切断术,04.0204,上牙槽神经切断术,
04.02009,筛前神经切断术,04.0205,筛前神经切断术,
04.03002,闭孔神经切断术,04.0300x002,闭孔神经切断术,
04.03003,脊神经根切断术,04.0300x003,脊神经根切断术,
04.03004,胫神经肌支切断术,04.0309,胫神经肌支切断术,
04.03005,颅神经切断术,04.0301,颅神经切断术,
04.03007,指神经切断术,04.0305,指神经切断术,
04.03009,颈神经后根切断术,04.0300x009,颈神经后根切断术,
04.03010,腰骶神经后根切断术,04.0300x010,腰骶神经后根切断术,
04.03011,运动神经切断术,04.0307,运动神经切断术,
04.03012,坐骨神经切断术,04.0308,坐骨神经切断术,
04.03015,趾神经切断术,04.0306,趾神经切断术,
04.03016,周围神经切断术,04.0304,周围神经切断术,
04.03017,面神经切断术,04.0303,面神经切断术,
04.03018,面神经分支切断术,04.0300x011,面神经分支切断术,
04.03019,膈神经切断术,04.0300x012,膈神经切断术,
04.03020,翼管神经切断术,04.0300x013,翼管神经切断术,
04.03021,眶神经切断术,04.0300x014,眶神经切断术,
04.03022,枕大神经切断术,04.0300x015,枕大神经切断术,
04.03023,臂丛神经切断术,04.0300x016,臂丛神经切断术,
04.03024,正中神经切断术,04.0300x017,正中神经切断术,
04.03025,腹股沟区神经切断术,04.0300x018,腹股沟区神经切断术,
04.03026,胫前神经切断术,04.0300x019,胫前神经切断术,
04.03027,胫后神经切断术,04.0300x020,胫后神经切断术,
04.03028,腓肠神经切断术,04.0300x021,腓肠神经切断术,
04.03029,视神经切断术,04.0302,视神经切断术,
04.03030,腓神经切断术,04.0310,腓神经切断术,
04.04001,臂丛神经探查术,04.0410,臂丛神经探查术,
04.04002,尺神经探查术,04.0419,尺神经探查术,
04.04003,股神经探查术,04.0423,股神经探查术,
04.04004,喉返神经探查术,04.0405,喉返神经探查术,
04.04005,胫神经探查术,04.0424,胫神经探查术,
04.04006,颅神经探查术,04.0402,颅神经探查术,
04.04007,面神经探查术,04.0404,面神经探查术,
04.04009,桡神经探查术,04.0420,桡神经探查术,
04.04011,正中神经探查术,04.0418,正中神经探查术,
04.04012,指神经探查术,04.0421,指神经探查术,
04.04013,足底神经探查术,04.0426,足底神经探查术,
04.04014,坐骨神经探查术,04.0414,坐骨神经探查术,
04.04018,腋神经探查术,04.0415,腋神经探查术,
04.04019,肌皮神经探查术,04.0416,肌皮神经探查术,
04.04020,肩胛上神经探查术,04.0417,肩胛上神经探查术,
04.04021,副神经探查术,04.0406,副神经探查术,
04.04022,骶丛神经探查术,04.0412,骶丛神经探查术,
04.04023,腰丛神经探查术,04.0411,腰丛神经探查术,
04.04024,腓总神经探查术,04.0425,腓总神经探查术,
04.04025,牙槽神经探查术,04.0400x025,牙槽神经探查术,
04.04026,膈神经探查术,04.0413,膈神经探查术,
04.04027,颈丛神经探查术,04.0409,颈丛神经探查术,
04.04028,肋间神经探查术,04.0422,肋间神经探查术,
04.04029,胸背神经探查术,04.0400x029,胸背神经探查术,
04.04030,周围神经探查术,04.0408,周围神经探查术,
04.04031,舌神经探查术,04.0400x030,舌神经探查术,
04.04032,足神经探查术,04.0400x031,足神经探查术,
04.04033,视神经鞘膜切开术,04.0403,视神经鞘膜切开术,
04.04034,舌下神经探查术,04.0407,舌下神经探查术,
04.04035,面神经解剖术,04.0401,面神经解剖术,
04.05001,半月神经节切除术,04.0500,半月神经节切除术,
04.06001,颅神经节切除术,04.0600x001,颅神经节切除术,
04.06002,周围神经节切除术,04.0600x002,周围神经节切除术,
04.07002,鼓室神经丛切除术,04.0712,鼓室神经丛切除术,
04.07003,滑车神经撕脱术,04.0701,滑车神经撕脱术,
04.07005,颈神经病损切除术,04.0714,颈神经病损切除术,
04.07007,眶上神经撕脱术,04.0703,眶上神经撕脱术,
04.07008,眶下神经撕脱术,04.0704,眶下神经撕脱术,
04.07009,肋间神经切除术,04.0732,肋间神经切除术,
04.07010,颅神经病损切除术,04.0707,颅神经病损切除术,
04.07014,面神经病损切除术,04.0710,面神经病损切除术,
04.07015,周围神经病损切除术,04.0713,周围神经病损切除术,
04.07022,视神经病损切除术,04.0708,视神经病损切除术,
04.07023,视神经切除术,04.0723,视神经切除术,
04.07026,颅神经切除术,04.0722,颅神经切除术,
04.07027,周围神经切除术,04.0731,周围神经切除术,
04.07028,三叉神经撕脱术,04.0702,三叉神经撕脱术,
04.07029,坐骨神经病损切除术,04.0718,坐骨神经病损切除术,
04.07030,神经内镜下经鼻腔视神经管减压术,04.0700x030,神经内镜下经鼻腔视神经管减压术,
04.07031,经乙状窦后入路听神经切除术,04.0726,经乙状窦后入路听神经切除术,
04.07032,经迷路内听道前庭神经切除术,04.0728,经迷路内听道前庭神经切除术,
04.07033,听神经病损切除术,04.0711,听神经病损切除术,
04.07034,鼻内镜下视神经病损切除术,04.0700x031,鼻内镜下视神经病损切除术,
04.07035,鼻内镜下筛前神经烧灼术,04.0700x032,鼻内镜下筛前神经烧灼术,
04.07036,筛前神经烧灼术,04.0700x033,筛前神经烧灼术,
04.07037,蝶腭神经烧灼术,04.0700x034,蝶腭神经烧灼术,
04.07038,嗅神经病损切除术,04.0700x035,嗅神经病损切除术,
04.07039,动眼神经病损切除术,04.0700x036,动眼神经病损切除术,
04.07040,滑车神经病损切除术,04.0700x037,滑车神经病损切除术,
04.07041,外展神经病损切除术,04.0700x038,外展神经病损切除术,
04.07042,舌咽神经病损切除术,04.0700x039,舌咽神经病损切除术,
04.07043,迷走神经病损切除术,04.0700x040,迷走神经病损切除术,
04.07044,舌下神经病损切除术,04.0700x041,舌下神经病损切除术,
04.07045,副神经病损切除术,04.0700x042,副神经病损切除术,
04.07046,面神经切除术,04.0724,面神经切除术,
04.07047,听神经切除术,04.0725,听神经切除术,
04.07048,前庭神经切除术,04.0727,前庭神经切除术,
04.07049,下牙槽神经撕脱术,04.0705,下牙槽神经撕脱术,
04.07050,舌神经撕脱术,04.0706,舌神经撕脱术,
04.07051,三叉神经病损切除术,04.0709,三叉神经病损切除术,
04.07052,舌咽神经切除术,04.0729,舌咽神经切除术,
04.07053,喉返神经切除术,04.0730,喉返神经切除术,
04.07054,下颌神经病损切除术,04.0700x043,下颌神经病损切除术,
04.07055,肋间神经病损切除术,04.0700x044,肋间神经病损切除术,
04.07056,纵隔神经病损切除术,04.0700x045,纵隔神经病损切除术,
04.07057,腹膜后神经病损切除术,04.0700x046,腹膜后神经病损切除术,
04.07058,腰神经病损切除术,04.0716,腰神经病损切除术,
04.07059,骶前神经切除术,04.0733,骶前神经切除术,
04.07060,骶尾部神经病损切除术,04.0717,骶尾部神经病损切除术,
04.07061,臂丛神经病损切除术,04.0715,臂丛神经病损切除术,
04.07062,肌皮神经病损切除术,04.0700x047,肌皮神经病损切除术,
04.07063,正中神经病损切除术,04.0700x048,正中神经病损切除术,
04.07064,正中神经撕脱术,04.0700x054,正中神经撕脱术,
04.07065,尺神经病损切除术,04.0719,尺神经病损切除术,
04.07066,桡神经病损切除术,04.0720,桡神经病损切除术,
04.07067,指神经病损切除术,04.0700x049,指神经病损切除术,
04.07068,闭孔神经病损切除术,04.0700x050,闭孔神经病损切除术,
04.07069,股神经病损切除术,04.0700x051,股神经病损切除术,
04.07070,胫神经病损切除术,04.0700x052,胫神经病损切除术,
04.07071,腓总神经病损切除术,04.0721,腓总神经病损切除术,
04.07072,足神经病损切除术,04.0700x053,足神经病损切除术,
04.11001,闭合性颅神经活检,04.1101,闭合性颅神经活组织检查,
04.11002,闭合性周围神经活检,04.1102,闭合性周围神经活组织检查,
04.11003,闭合性神经节活检,04.1103,闭合性神经节活组织检查术,
04.12001,直视下颅神经活检术,04.1201,颅神经活组织检查,
04.12002,直视下周围神经活检术,04.1202,周围神经活组织检查,
04.12003,直视下神经节活检术,04.1203,神经节活组织检查术,
04.2001,肋间神经冷冻镇痛术,04.2x00x001,肋间神经冷冻镇痛术,
