北京临床版编码v7.0,北京临床版名称v7.0,国家临床版编码2.0,附加代码,国家临床版名称2.0,
A18.020+M49.0*,结核性脊柱后凸,A18.011?,M49.0*,结核性脊柱后凸,A18.011+M49.0*
A18.021+M01.1*,关节结核,A18.002?,M01.1*,关节结核,A18.002+M01.1*
A18.022+M01.1*,肘关节结核,A18.028?,M01.1*,肘关节结核,A18.028+M01.1*
A18.023+M01.1*,髋关节结核,A18.031?,M01.1*,髋关节结核,A18.031+M01.1*
A18.024+M68.0*,髋关节结核性滑膜炎,A18.033?,M01.1*,髋关节结核性滑膜炎,A18.033+M01.1*
A18.025+M01.1*,踝关节结核,A18.036?,M01.1*,踝关节结核,A18.036+M01.1*
A18.026+M90.0*,耻骨结核,A18.015?,M90.0*,耻骨结核,A18.015+M90.0*
A18.027+M90.0*,肋骨结核,A18.014?,M90.0*,肋骨结核,A18.014+M90.0*
A18.028+M01.1*,膝关节结核,A18.034?,M01.1*,膝关节结核,A18.034+M01.1*
A18.029+M68.0*,膝关节结核性滑膜炎,A18.035?,M01.1*,膝关节结核性滑膜炎,A18.035+M01.1*
A18.031+M90.0*,肱骨结核,A18.016?,M90.0*,肱骨结核,A18.016+M90.0*
A18.032+M90.0*,股骨结核,A18.021?,M90.0*,股骨结核,A18.021+M90.0*
A18.033+M90.0*,趾骨结核,A18.026?,M90.0*,趾骨结核,A18.026+M90.0*
A18.034+M90.0*,肢体骨结核,A18.000x034,?M90.0*,肢体骨结核,A18.000x034+M90.0*
A18.035+M90.0*,骨结核病,A18.000x035,?M90.0*,骨结核病,A18.000x035+M90.0*
A18.036+M90.0*,尺骨结核,A18.018?,M90.0*,尺骨结核,A18.018+M90.0*
A18.037+M90.0*,腓骨结核,A18.023?,M90.0*,腓骨结核,A18.023+M90.0*
A18.038+M90.0*,胫骨结核,A18.022?,M90.0*,胫骨结核,A18.022+M90.0*
A18.039+M90.0*,跟骨结核,A18.024?,M90.0*,跟骨结核,A18.024+M90.0*
A18.041+M01.1*,结核性关节炎,A18.000x041,?M01.1*,结核性关节炎,A18.000x041+M01.1*
A18.042+M90.0*,第三楔骨结核,A18.000x042,?M90.0*,第三楔骨结核,A18.000x042+M90.0*
A18.043+M68.0*,肌腱结核,A18.042?,M68.0*,肌腱结核,A18.042+M68.0*
A18.044+M90.0*,掌骨结核,A18.019?,M90.0*,掌骨结核,A18.019+M90.0*
A18.045+M49.0*,脊柱结核,A18.009?,M49.0*,脊柱结核,A18.009+M49.0*
A18.046+M68.0*,结核性滑膜炎,A18.000x046,?M68.0*,结核性滑膜炎,A18.000x046+M68.0*
A18.047+M49.0*,结核性脊柱前凸,A18.000x047,?M49.0*,结核性脊柱前凸,A18.000x047+M49.0*
A18.048+M49.0*,结核性脊柱侧弯,A18.000x048,?M49.0*,结核性脊柱侧弯,A18.000x048+M49.0*
A18.049+M49.0*,脊柱骨脓肿[结核性脊柱骨脓肿],A18.000x049,?M49.0*,脊柱骨脓肿[结核性脊柱骨脓肿],A18.000x049+M49.0*
A18.053+M01.1*,胸锁关节结核,A18.000x053,?M01.1*,胸锁关节结核,A18.000x053+M01.1*
A18.054+M90.0*,指骨结核,A18.020?,M90.0*,指骨结核,A18.020+M90.0*
A18.057+M49.0*,骶骨结核,A18.000x057,?M49.0*,骶骨结核,A18.000x057+M49.0*
A18.058+M68.0*,腱鞘结核,A18.000x058,?M68.0*,腱鞘结核,A18.000x058+M68.0*
A18.060+M90.0*,胸骨结核,A18.000x060,?M90.0*,胸骨结核,A18.000x060+M90.0*
A18.062+M68.0*,结核性腱鞘炎,A18.000x062,?M68.0*,结核性腱鞘炎,A18.000x062+M68.0*
A18.063+M90.0*,结核性骨炎,A18.000x063,?M90.0*,结核性骨炎,A18.000x063+M90.0*
A18.064+M90.0*,结核性骨髓炎,A18.000x064,?M90.0*,结核性骨髓炎,A18.000x064+M90.0*
A18.065+M90.0*,结核性骨坏死,A18.000x065,?M90.0*,结核性骨坏死,A18.000x065+M90.0*
A18.066+M49.0*,颈椎结核性截瘫,A18.000x066,?M49.0*,颈椎结核性截瘫,A18.000x066+M49.0*
A18.101,生殖系结核,A18.102,,生殖系统结核,A18.102
A18.102+N33.0*,膀胱结核,A18.108?,N33.0*,膀胱结核,A18.108+N33.0*
A18.103,泌尿系结核,A18.101,,泌尿系统结核,A18.101
A18.104+N74.1*,子宫内膜结核,A18.111?,N74.1*,子宫内膜结核,A18.111+N74.1*
A18.105+N51.1*,附睾结核,A18.118?,N51.1*,附睾结核,A18.118+N51.1*
A18.106+N51.1*,睾丸结核,A18.117?,N51.1*,睾丸结核,A18.117+N51.1*
A18.107+N74.1*,女性盆腔结核,A18.115?,N74.1*,女性盆腔结核,A18.115+N74.1*
A18.108+N74.0*,子宫颈结核,A18.112?,N74.0*,子宫颈结核,A18.112+N74.0*
A18.109+N51.8*,阴茎结核,A18.119?,N51.8*,阴茎结核,A18.119+N51.8*
A18.110+N74.1*,卵巢结核,A18.114?,N74.1*,卵巢结核,A18.114+N74.1*
A18.111+N51.0*,前列腺结核,A18.109?,N51.0*,前列腺结核,A18.109+N51.0*
A18.112+N29.1*,肾结核,A18.103?,N29.1*,肾结核,A18.103+N29.1*
A18.113+N29.1*,结核性肾脓肿,A18.104?,N29.1*,结核性肾脓肿,A18.104+N29.1*
A18.114+N51.8*,输精管结核,A18.110?,N51.8*,输精管结核,A18.110+N51.8*
A18.115+N74.1*,输卵管结核,A18.113?,N74.1*,输卵管结核,A18.113+N74.1*
A18.116+N29.1*,结核性输尿管狭窄,A18.107?,N29.1*,结核性输尿管狭窄,A18.107+N29.1*
A18.117+N29.1*,输尿管结核,A18.106?,N29.1*,输尿管结核,A18.106+N29.1*
A18.118+N51.8*,精囊结核,A18.100x018,?N51.8*,精囊结核,A18.100x018+N51.8*
A18.119+N77.1*,外阴结核,A18.100x019,?N77.1*,外阴结核,A18.100x019+N77.1*
A18.120+N51.8*,阴囊结核,A18.100x020,?N51.8*,阴囊结核,A18.100x020+N51.8*
A18.121+N37.8*,结核性会阴瘘,A18.100x021,?N37.8*,结核性会阴瘘,A18.100x021+N37.8*
A18.122+N37.8*,结核性尿道瘘,A18.100x022,?N37.8*,结核性尿道瘘,A18.100x022+N37.8*
A18.123+N51.8*,结核性阴囊瘘,A18.116?,N51.8*,结核性阴囊瘘,A18.116+N51.8*
A18.124+N74.1*,结核性直肠阴道瘘,A18.100x024,?N74.1*,结核性直肠阴道瘘,A18.100x024+N74.1*
A18.125+N29.1*,结核性肾盂炎,A18.100x025,?N29.1*,结核性肾盂炎,A18.100x025+N29.1*
A18.126+N74.1*,结核性输卵管炎,A18.100x026,?N74.1*,结核性输卵管炎,A18.100x026+N74.1*
A18.127+N51.0*,结核性前列腺炎,A18.109?,N51.0*,前列腺结核,A18.109+N51.0*
A18.128+N33.0*,结核性膀胱炎,A18.108?,N33.0*,膀胱结核,A18.108+N33.0*
A18.129+N74.1*,结核性子宫内膜炎,A18.111?,N74.1*,子宫内膜结核,A18.111+N74.1*
A18.130+N77.0*,结核性外阴溃疡,A18.100x030,?N77.0*,结核性外阴溃疡,A18.100x030+N77.0*
A18.131,男性盆腔结核,A18.100x031,,男性盆腔结核,A18.100x031
A18.132,结核性盆腔炎,A18.100x032,,结核性盆腔炎,A18.100x032
A18.201,腹股沟淋巴结结核,A18.210,,腹股沟淋巴结结核,A18.210
A18.202,颌下淋巴结结核,A18.200x002,,颌下淋巴结结核,A18.200x002
A18.203,结核性淋巴管炎,A18.211,,结核性淋巴管炎,A18.211
A18.204,颈部淋巴结结核,A18.205,,颈淋巴结结核,A18.205
A18.205,颏下淋巴结结核,A18.200x005,,颏下淋巴结结核,A18.200x005
A18.206,淋巴结结核,A18.200x006,,淋巴结结核,A18.200x006
A18.207,腮腺淋巴结结核,A18.203,,腮腺淋巴结结核,A18.203
A18.208,锁骨上淋巴结结核,A18.206,,锁骨上淋巴结结核,A18.206
A18.209,腋下淋巴结结核,A18.207,,腋下淋巴结结核,A18.207
A18.210,周围淋巴结结核,A18.200x010,,周围淋巴结结核,A18.200x010
A18.301+K93.0*,肠结核,A18.303?,K93.0*,肠结核,A18.303+K93.0*
A18.302+K93.0*,肠系膜结核,A18.315?,K93.0*,肠系膜结核,A18.315+K93.0*
A18.303+K93.0*,肠系膜淋巴结结核,A18.316?,K93.0*,肠系膜淋巴结结核,A18.316+K93.0*
A18.304+K93.0*,腹膜结核,A18.311?,K93.0*,腹膜结核,A18.311+K93.0*
A18.305+K93.0*,结核性肛瘘,A18.306?,K93.0*,结核性肛瘘,A18.306+K93.0*
A18.306+K67.3*,髂窝结核,A18.300x006,?K67.3*,髂窝结核,A18.300x006+K67.3*
A18.307+K67.3*,结核性腹膜炎,A18.314?,K67.3*,结核性腹膜炎,A18.314+K67.3*
A18.308,腹膜后淋巴结结核,A18.310,,腹膜后淋巴结结核,A18.310
A18.309,腹腔结核,A18.300x009,,腹腔结核,A18.300x009
A18.310,腹腔淋巴结结核,A18.308,,腹腔淋巴结结核,A18.308
A18.311,肝门淋巴结结核,A18.301,,肝门淋巴结结核,A18.301
A18.312,结核性腹水,A18.300x012,,结核性腹水,A18.300x012
A18.313+K93.0*,结核性胃结肠瘘,A18.300x013,?K93.0*,结核性胃结肠瘘,A18.300x013+K93.0*
A18.314+K93.0*,结核性直肠瘘,A18.300x014,?K93.0*,结核性直肠瘘,A18.300x014+K93.0*
A18.315+K93.0*,膈下结核性脓肿,A18.300x015,?K93.0*,膈下结核性脓肿,A18.300x015+K93.0*
A18.316,结核性腹腔积液,A18.309,,结核性腹腔积液,A18.309
A18.401,播散性粟粒性狼疮,A18.400x001,,播散性粟粒性狼疮,A18.400x001
A18.402,腹壁结核,A18.406,,腹壁结核,A18.406
A18.403,腹部结核性窦道,A18.313?,K93.0*,腹部结核性窦道,A18.313+K93.0*
A18.404,结核性结节性红斑,A18.408,,结核性结节性红斑,A18.408
A18.405,结核性皮肤脓肿,A18.405,,结核性皮肤脓肿,A18.405
A18.406,酒渣样结核疹,A18.400x006,,酒渣样结核疹,A18.400x006
A18.407,皮下组织结核,A18.402,,皮下组织结核,A18.402
A18.408,皮肤结核,A18.401,,皮肤结核,A18.401
A18.409,皮下组织结核性窦道,A18.407,,皮下组织结核性窦道,A18.407
A18.410,臀部结核,A18.400x010,,臀部结核,A18.400x010
A18.411,寻常性狼疮,A18.410,,寻常性狼疮,A18.410
A18.412,瘰疠性皮肤结核,A18.404,,瘰疬性皮肤结核,A18.404
A18.413,皮肤结核溃疡,A18.400x013,,皮肤结核溃疡,A18.400x013
A18.414,疣状皮肤结核,A18.400x014,,疣状皮肤结核,A18.400x014
A18.415,结核性红斑,A18.400x015,,结核性红斑,A18.400x015
A18.416,结核性硬结性红斑,A18.400x016,,结核性硬结性红斑,A18.400x016
A18.417,胸壁结核,A18.412,,胸壁结核,A18.412
A18.418,外耳道结核,A18.400x018,,外耳道结核,A18.400x018
A18.419,中耳结核,A18.400x019,,中耳结核,A18.400x019
A18.420,腰部结核性脓肿,A18.400x020,,腰部结核性脓肿,A18.400x020
A18.421,足结核,A18.400x021,,足结核,A18.400x021
A18.422,肩部结核,A18.400x022,,肩部结核,A18.400x022
A18.501,眼结核,A18.500,,眼结核,A18.500
A18.502,眼眶结核,A18.500x002,,眼眶结核,A18.500x002
A18.503+H19.0*,巩膜结核,A18.500x003,?H19.0*,巩膜结核,A18.500x003+H19.0*
A18.504+H19.2*,角膜结核,A18.506?,H19.2*,角膜结核,A18.506+H19.2*
A18.505+H32.0*,结核性视网膜脉络膜炎,A18.500x005,?H32.0*,结核性视网膜脉络膜炎,A18.500x005+H32.0*
A18.506+H22.0*,结核性葡萄膜炎,A18.500x005,?H32.0*,结核性视网膜脉络膜炎,A18.500x005+H32.0*
A18.508+H13.1*,结膜结核,A18.500x008,?H13.1*,结膜结核,A18.500x008+H13.1*
A18.509+H32.0*,脉络膜结核,A18.502?,H32.0*,脉络膜结核,A18.502+H32.0*
A18.510+H32.0*,脉络膜结核瘤,A18.500x010,?H32.0*,脉络膜结核瘤,A18.500x010+H32.0*
A18.511+H48.8*,视神经结核,A18.503?,H48.8*,视神经结核,A18.503+H48.8*
A18.512+H32.0*,视网膜结核,A18.501?,H32.0*,视网膜结核,A18.501+H32.0*
A18.513+H22.0*,结核性虹膜睫状体炎,A18.500x013,?H22.0*,结核性虹膜睫状体炎,A18.500x013+H22.0*
A18.601+H67.0*,结核性中耳炎,A18.601?,H67.0*,结核性中耳炎,A18.601+H67.0*
A18.701+E35.1*,肾上腺结核,A18.700?,E35.1*,肾上腺结核,A18.700+E35.1*
A18.702+E35.1*,结核性艾迪生病,A18.700x002,?E35.1*,结核性艾迪生病,A18.700x002+E35.1*
A18.801,肺外结核,A18.800x001,,肺外结核,A18.800x001
A18.802,乳腺结核,A18.811,,乳腺结核,A18.811
A18.803+K93.8*,舌结核,A18.802?,K93.8*,舌结核,A18.802+K93.8*
A18.805+E35.8*,垂体结核,A18.801?,E35.8*,垂体结核,A18.801+E35.8*
A18.806+K93.8*,唇结核,A18.800x006,?K93.8*,唇结核,A18.800x006+K93.8*
A18.807+K87.0*,胆囊结核,A18.816?,K87.0*,胆囊结核,A18.816+K87.0*
A18.809+K93.8*,下颌下腺结核,A18.805?,K93.8*,颌下腺结核,A18.805+K93.8*
A18.810+M63.0*,肌结核,A18.800x010,?M63.0*,肌结核,A18.800x010+M63.0*
A18.811+E35.0*,甲状腺结核,A18.806?,E35.0*,甲状腺结核,A18.806+E35.0*
A18.812+M36.8*,结缔组织结核,A18.819?,M36.8*,结缔组织结核,A18.819+M36.8*
A18.813+I79.8*,结核性腹主动脉炎,A18.818?,I79.8*,结核性腹主动脉炎,A18.818+I79.8*
A18.814+K23.0*,食管结核,A18.800x014,?K23.0*,食管结核,A18.800x014+K23.0*
A18.815+I32.0*,结核性心包积液,A18.809?,I32.0*,结核性心包积液,A18.809+I32.0*
A18.816+I32.0*,心包结核,A18.800x002,,心包结核,A18.800x002
A18.817+I41.0*,心肌结核,A18.800x017,?I41.0*,心肌结核,A18.800x017+I41.0*
A18.818+I39.8*,结核性心内膜炎,A18.800x018,?I39.8*,结核性心内膜炎,A18.800x018+I39.8*
A18.819+M63.0*,咀嚼肌结核,A18.803?,M63.0*,咀嚼肌结核,A18.803+M63.0*
A18.820+D77*,脾结核,A18.813?,D77*,脾结核,A18.813+D77*
A18.821+K93.8*,腮腺结核,A18.804?,K93.8*,腮腺结核,A18.804+K93.8*
A18.822+M63.0*,上臂内侧横纹肌结核,A18.800x022,?M63.0*,上臂内侧横纹肌结核,A18.800x022+M63.0*
A18.823+K93.8*,胃结核,A18.812?,K93.8*,胃结核,A18.812+K93.8*
A18.824+M63.0*,胸大肌结核,A18.810?,M63.0*,胸大肌结核,A18.810+M63.0*
A18.825+K93.8*,牙龈结核,A18.800x025,?K93.8*,牙龈结核,A18.800x025+K93.8*
A18.827+M63.0*,腰大肌结核性脓肿,A18.800x027,?M63.0*,腰大肌结核性脓肿,A18.800x027+M63.0*
A18.828+M63.0*,腰肌结核,A18.800x028,?M63.0*,腰肌结核,A18.800x028+M63.0*
A18.829+K87.1*,胰腺结核,A18.817?,K87.1*,胰腺结核,A18.817+K87.1*
A18.830+I32.0*,结核性心包炎,A18.808?,I32.0*,结核性心包炎,A18.808+I32.0*
A18.831+I41.0*,结核性心肌炎,A18.800x031,?I41.0*,结核性心肌炎,A18.800x031+I41.0*
A18.832+K23.0*,结核性食管炎,A18.807?,K23.0*,结核性食管炎,A18.807+K23.0*
A18.833+K77.0*,肝结核,A18.814?,K77.0*,肝结核,A18.814+K77.0*
A18.834+K93.8*,结核性口腔溃疡,A18.800x034,?K93.8*,结核性口腔溃疡,A18.800x034+K93.8*
A19.001,急性粟粒性肺结核,A19.000x001,,急性粟粒性肺结核,A19.000x001
A19.002,急性血行播散性肺结核,A19.001,,急性血行播散型肺结核,A19.001
A19.201,急性血行播散性结核,A19.200x001,,急性血行播散性结核,A19.200x001
A19.801,慢性粟粒性肺结核,A19.800x031,,慢性粟粒性肺结核,A19.800x031
A19.802,亚急性粟粒性肺结核,A19.800x002,,亚急性粟粒性肺结核,A19.800x002
A19.803,亚急性血行播散性肺结核,A19.801,,亚急性血行播散型肺结核,A19.801
A19.804,粟粒性肺结核,A19.800x004,,粟粒性肺结核,A19.800x004
A19.810,"血行播散性肺结核(初治,单耐药)涂阳培阳",A19.800x010,,"血行播散性肺结核(初治,单耐药)涂阳培阳",A19.800x010
A19.811,"血行播散性肺结核(初治,单耐药)涂阴培阳",A19.800x011,,"血行播散性肺结核(初治,单耐药)涂阴培阳",A19.800x011
A19.812,"血行播散性肺结核(初治,多耐药)涂阳培阳",A19.800x012,,"血行播散性肺结核(初治,多耐药)涂阳培阳",A19.800x012
A19.813,"血行播散性肺结核(初治,多耐药)涂阴培阳",A19.800x013,,"血行播散性肺结核(初治,多耐药)涂阴培阳",A19.800x013
A19.814,"血行播散性肺结核(初治,广泛耐药)涂阳培阳",A19.800x014,,"血行播散性肺结核(初治,广泛耐药)涂阳培阳",A19.800x014
A19.815,"血行播散性肺结核(初治,广泛耐药)涂阴培阳",A19.800x015,,"血行播散性肺结核(初治,广泛耐药)涂阴培阳",A19.800x015
A19.816,"血行播散性肺结核(初治,耐多药)涂阳培阳",A19.800x016,,"血行播散性肺结核(初治,耐多药)涂阳培阳",A19.800x016
A19.817,"血行播散性肺结核(初治,耐多药)涂阴培阳",A19.800x017,,"血行播散性肺结核(初治,耐多药)涂阴培阳",A19.800x017
A19.818,"血行播散性肺结核(初治,药物敏感)涂阳培阳",A19.800x018,,"血行播散性肺结核(初治,药物敏感)涂阳培阳",A19.800x018
A19.819,"血行播散性肺结核(初治,药物敏感)涂阴培阳",A19.800x019,,"血行播散性肺结核(初治,药物敏感)涂阴培阳",A19.800x019
A19.820,"血行播散性肺结核(复治,单耐药)涂阳培阳",A19.800x020,,"血行播散性肺结核(复治,单耐药)涂阳培阳",A19.800x020
A19.821,"血行播散性肺结核(复治,单耐药)涂阴培阳",A19.800x021,,"血行播散性肺结核(复治,单耐药)涂阴培阳",A19.800x021
A19.822,"血行播散性肺结核(复治,多耐药)涂阳培阳",A19.800x022,,"血行播散性肺结核(复治,多耐药)涂阳培阳",A19.800x022
A19.823,"血行播散性肺结核(复治,多耐药)涂阴培阳",A19.800x023,,"血行播散性肺结核(复治,多耐药)涂阴培阳",A19.800x023
A19.824,"血行播散性肺结核(复治,广泛耐药)涂阳培阳",A19.800x024,,"血行播散性肺结核(复治,广泛耐药)涂阳培阳",A19.800x024
A19.825,"血行播散性肺结核(复治,广泛耐药)涂阴培阳",A19.800x025,,"血行播散性肺结核(复治,广泛耐药)涂阴培阳",A19.800x025
A19.826,"血行播散性肺结核(复治,耐多药)涂阳培阳",A19.800x026,,"血行播散性肺结核(复治,耐多药)涂阳培阳",A19.800x026
A19.827,"血行播散性肺结核(复治,耐多药)涂阴培阳",A19.800x027,,"血行播散性肺结核(复治,耐多药)涂阴培阳",A19.800x027
A19.828,"血行播散性肺结核(复治,药物敏感)涂阳培阳",A19.800x028,,"血行播散性肺结核(复治,药物敏感)涂阳培阳",A19.800x028
A19.829,"血行播散性肺结核(复治,药物敏感)涂阴培阳",A19.800x029,,"血行播散性肺结核(复治,药物敏感)涂阴培阳",A19.800x029
A19.901,粟粒性结核,A19.900,,粟粒型结核,A19.900
A19.902,结核性多浆膜炎,A19.901,,结核性多浆膜炎,A19.901
A19.903,全身性粟粒性结核,A19.902,,全身性粟粒型结核,A19.902
A19.904,全身血行播散性结核,A19.900x004,,全身血行播散性结核,A19.900x004
A19.905,结核性多浆膜腔积液,A19.900x005,,结核性多浆膜腔积液,A19.900x005
A20.001,腺鼠疫,A20.000,,腺鼠疫\[腹股沟淋巴结鼠疫\],A20.000
A20.101,皮肤鼠疫,A20.101,,皮肤型鼠疫,A20.101
A20.201,肺鼠疫,A20.200,,肺鼠疫,A20.200
A20.301,脑膜炎型鼠疫,A20.300,,脑膜炎型鼠疫,A20.300
A20.701,败血症型鼠疫,A20.700,,败血症型鼠疫,A20.700
A20.801,顿挫型鼠疫,A20.801,,顿挫性鼠疫,A20.801
A20.802,无症状型鼠疫,A20.802,,无症状鼠疫,A20.802
A20.803,轻型鼠疫,A20.803,,轻型鼠疫,A20.803
A20.804,肠鼠疫,A20.800x004,,肠鼠疫,A20.800x004
A20.805,眼鼠疫,A20.800x005,,眼鼠疫,A20.800x005
A20.901,鼠疫,A20.900,,鼠疫,A20.900
A20.902,鼠疫菌病[耶尔森菌病],A20.900x002,,鼠疫菌病[耶尔森菌病],A20.900x002
A21.001,溃疡腺型土拉菌病,A21.000,,溃疡腺型土拉菌病,A21.000
A21.101,眼腺型土拉菌病,A21.100,,眼腺型土拉菌病,A21.100
A21.201+J17.0*,肺型土拉菌病,A21.200,,肺土拉菌病,A21.200
A21.301,胃肠型土拉菌病,A21.300,,胃肠土拉菌病,A21.300
A21.302,咽腺型土拉菌病,A21.300x002,,咽腺型土拉菌病,A21.300x002
A21.701,全身性土拉菌病,A21.700,,全身性土拉菌病,A21.700
A21.702,土拉菌败血症,A21.700x002,,土拉菌败血症,A21.700x002
A21.801,伤寒中毒型土拉菌病,A21.800x001,,伤寒中毒型土拉菌病,A21.800x001
A21.901,兔热病,A21.900x001,,兔热病,A21.900x001
A22.001,皮肤炭疽,A22.000,,皮肤炭疽,A22.000
A22.101,肺炭疽,A22.100,,肺炭疽,A22.100
A22.102+J17.0*,炭疽肺炎,A22.100x001,,炭疽肺炎,A22.100x001
A22.103,职业性炭疽,A22.100x003,,职业性炭疽,A22.100x003
A22.201,肠炭疽,A22.200x001,,肠炭疽,A22.200x001
A22.701,炭疽败血症,A22.700,,炭疽性败血症,A22.700
A22.801+G01*,炭疽脑膜炎,A22.801?,G01*,炭疽脑膜炎,A22.801+G01*
A22.901,炭疽,A22.900,,炭疽,A22.900
A23.901,布氏杆菌病[波状热],A23.900,,布氏菌病,A23.900
A23.902+M01.3*,布氏杆菌性关节炎,A23.902?,M01.3*,布氏菌病关节炎,A23.902+M01.3*
A23.903,布氏杆菌性葡萄膜炎,A23.900x003,,布氏杆菌性葡萄膜炎,A23.900x003
A23.904,慢性布氏杆菌病,A23.900x004,,慢性布氏杆菌病,A23.900x004
A23.905+G05.0*,布氏杆菌性脑炎,A23.900x005,?G05.0*,布氏杆菌性脑炎,A23.900x005+G05.0*
A23.906,布氏杆菌多发性神经根神经病,A23.900x006,,布氏杆菌多发性神经根神经病,A23.900x006
A24.001,鼻疽,A24.000,,鼻疽,A24.000
A24.002,马皮疽侵染,A24.000x002,,马皮疽侵染,A24.000x002
A24.101,急性类鼻疽,A24.101,,急性类鼻疽,A24.101
A24.102,类鼻疽败血症,A24.100x002,,类鼻疽败血症,A24.100x002
A24.103,类鼻疽肺炎,A24.100x003,,类鼻疽肺炎,A24.100x003
A24.201,亚急性类鼻疽,A24.201,,亚急性类鼻疽,A24.201
A24.202,慢性类鼻疽,A24.202,,慢性类鼻疽,A24.202
A24.401,类鼻疽,A24.400,,类鼻疽,A24.400
A25.001,小螺菌鼠咬热,A25.000x001,,小螺菌鼠咬热,A25.000x001
A25.101,念珠状链杆菌鼠咬热,A25.100x001,,念珠状链杆菌鼠咬热,A25.100x001
A25.901,鼠咬热,A25.900,,鼠咬热,A25.900
A26.001,皮肤类丹毒,A26.000,,皮肤类丹毒,A26.000
A26.701,类丹毒败血症,A26.700x001,,类丹毒败血症,A26.700x001
A26.801,播散性类丹毒,A26.800x001,,播散性类丹毒,A26.800x001
A26.901,类丹毒,A26.900,,类丹毒,A26.900
A26.902,丹毒丝菌感染,A26.900x002,,丹毒丝菌感染,A26.900x002
A27.001,黄疸出血型钩端螺旋体病,A27.000,,出血性黄疸钩端螺旋体病,A27.000
