北京临床版6.0手术编码,北京临床版6.0手术名称,2.0手术编码
09.3001,泪腺修复术,09.3x01
09.41002,泪点扩张术,09.4100x001
09.42002,泪小管探通术,09.4200
09.43001,鼻泪管探通术,09.4300
09.44001,鼻泪管插管术,09.4400
09.44002,鼻泪管激光探通插管术,09.4402
09.49001,鼻泪管扩张模置入术,09.4403
09.44003,人工泪管置入术,09.4404
09.51001,泪点切开术,09.5100
09.52001,泪小管切开术,09.5200
09.53001,泪囊切开术,09.5300
09.6006,泪小管病损切除术,09.6x00x006
09.6005,泪囊切除术,09.6x01
09.6002,泪囊病损切除术,09.6x02
09.71001,泪点外翻矫正术,09.7100
09.73001,泪小管成形术,09.7300x001
09.73004,泪道重建术,09.7300x004
09.73002,泪小管吻合术,09.7301
09.81002,泪囊-鼻腔吻合术[DCR手术],09.8100
09.81003,鼻内窥镜下鼻-泪管吻合术,09.8101
09.82001,结膜泪囊-鼻腔吻合术[CDCR手术],09.8200
09.83001,结膜-鼻腔吻合插管术,09.8301
09.91001,泪点封闭术,09.9100
10.0001,结膜切开异物取出术,10.0x00x001
10.1001,结膜切开探查术,10.1x00x001
10.21001,结膜活组织检查,10.2100
10.31001,结膜病损切除术,10.3101
10.32001,结膜病损破坏术,10.3200
10.33001,沙眼滤泡去除术,10.3301
10.41001,睑球粘连游离移植物修补术,10.4100x001
10.41002,睑球粘连羊膜移植修补术,10.4101
10.41003,睑球粘连口唇粘膜移植修补术,10.4102
10.42001,结膜穹隆游离移植物重建术,10.4200x001
10.42002,结膜穹隆羊膜移植重建术,10.4201
10.42003,结膜穹隆口唇粘膜移植重建术,10.4202
10.43002,结膜穹窿成形术,10.4300x002
10.44001,结膜移植术,10.4400x001
10.44002,异体结膜移植术,10.4402
10.49001,结膜成形术,10.4900x001
10.49003,结膜修补术,10.4900x003
10.49002,结膜滤过泡瘘修补术,10.4901
10.43001,结膜囊成形术,10.4903
10.5002,睑球粘连松解术,10.5x01
10.6001,结膜缝合术,10.6x00x001
10.6002,结膜撕裂修补术,10.6x00x002
10.91001,结膜下注射,10.9100
10.99001,结膜遮盖术,10.9900x001
10.99003,结膜缝线拆除术,10.9900x003
10.99002,结膜松弛矫正术,10.9901
11.0001,角膜异物磁吸去除术,11.0x00
11.1001,角膜切开术,11.1x00
11.1002,角膜切开异物取出术,11.1x01
11.21001,角膜涂片检查,11.2100
11.22001,角膜活组织检查,11.2200
11.29002,角膜印迹细胞检查,11.2901
11.31001,翼状胬肉转位术,11.3100x001
11.32001,翼状胬肉切除伴角膜移植术,11.3200
11.32003,翼状胬肉切除伴自体干细胞移植术,11.3201
11.32004,翼状胬肉切除术伴异体干细胞移植术,11.3202
11.32005,翼状胬肉切除伴羊膜植片移植术,11.3203
11.32006,翼状胬肉切除术伴丝裂霉素注入,11.3204
11.39001,翼状胬肉切除术,11.3900x001
11.41001,角膜上皮刮除术,11.4100x001
11.42001,角膜病损烧灼术,11.4200
11.43001,角膜病损冷冻术,11.4300
11.49001,角膜板层切除术,11.4901
11.49002,角膜病损切除术,11.4903
11.51001,角膜裂伤缝合术,11.5100
11.52001,角膜术后伤口裂开修补术,11.5200
11.53001,结膜瓣角膜修补术,11.5300x001
11.59001,角膜修补术,11.5900x001
11.59002,角膜间层烧灼术,11.5900x002
11.60001,角膜移植术,11.6000
11.61001,板层角膜成形术伴自体移植物,11.6100
11.62002,板层角膜移植术,11.6200x002
11.63001,穿透性自体角膜移植术,11.6300x001
11.63002,自体角膜转位术,11.6300x002
11.64001,穿透性角膜移植术,11.6400x001
11.64002,羊膜移植的角膜成形术,11.6400x002
11.69003,人工角膜置换术,11.6900x002
11.69001,角膜干细胞移植术,11.6901
11.69004,角膜内皮移植术,11.6902
11.71001,屈光性角膜成形术,11.7100x001
11.72001,角膜移植物植入术,11.7300x001
11.76001,表面角膜镜片术,11.7600
11.91001,角膜染色术[墨针],11.9100x001
11.92001,植入角膜去除术,11.9200x001
11.99001,角膜缝线拆除术,11.9900x001
12.01001,眼内异物磁吸取出术,12.0100
12.02002,眼前房异物切开取出术,12.0200x002
12.02003,巩膜异物取出术,12.0200x003
12.11002,虹膜激光切开贯通术,12.1100x002
12.11001,虹膜激光打孔术,12.1101
12.12001,虹膜切开术,12.1200x001
12.12002,瞳孔缘剪开术,12.1201
12.13001,虹膜脱出切除术,12.1300
12.14001,虹膜部分切除术,12.1400x001
12.14007,虹膜切除术,12.1400x007
12.14008,瞳孔前膜激光切开术,12.1400x008
12.14003,虹膜激光切除术,12.1402
12.14005,虹膜周边切除术,12.1403
12.14004,虹膜周边激光切除术,12.1404
12.21001,眼前房诊断性抽吸,12.2100
12.22001,虹膜活组织检查,12.2200
12.31001,虹膜前房角粘连松解术,12.3100
12.32001,虹膜前粘连松解术,12.3200x001
12.33001,虹膜粘连松解术,12.3301
12.34001,角膜-玻璃体粘连松解术,12.3400
12.35002,瞳孔成形术,12.3500
12.35003,瞳孔膜穿刺术,12.3501
12.35004,瞳孔粘连松解术,12.3502
12.35001,瞳孔残膜切除术,12.3504
12.39001,虹膜修补术,12.3900x001
12.39004,虹膜还纳术,12.3900x004
12.41001,眼前房病损激光切除术,12.4100x001
12.42001,虹膜病损切除术,12.4200
12.43001,睫状体病损破坏术,12.4300x001
12.44001,睫状体病损切除术,12.4400
12.51001,前房角穿刺术,12.5100x001
12.52001,前房角切开术,12.5200x001
12.53001,眼前房角切开伴眼前房穿刺术,12.5300
12.54001,外路小梁切开术,12.5400
12.55001,睫状体分离术,12.5500
12.59001,房角分离术,12.5900x001
12.59002,前房角成形术,12.5901
12.61001,巩膜环钻术伴虹膜切除术,12.6100
12.62001,巩膜热灼术伴虹膜切除术,12.6200
12.63001,虹膜嵌顿术和虹膜牵引术,12.6300
12.64004,外路小梁切除术,12.6400
12.64001,激光小梁成形术[ALP、KLP],12.6400x001
12.64003,滤帘切除术[小梁切除术],12.6400x003
12.64009,小梁切除术伴人造移植物,12.6400x009
12.64010,滤过道再通术,12.6400x010
12.64002,氪激光小梁成形术[KLP],12.6401
12.64005,氩激光小梁成形术[ALP],12.6403
12.64006,小梁切除术伴丝裂霉素注入,12.6404
12.64007,非穿透性小梁切除术,12.6405
12.64008,小梁切除术伴羊膜移植,12.6406
12.65003,巩膜灼瘘术,12.6500x003
12.65004,虹膜周边切除伴巩膜造瘘术[谢氏手术],12.6500x004
12.65001,巩膜切除术,12.6501
12.66001,巩膜造瘘术后修正术,12.6600
12.79001,硅管调整术,12.6700x002
12.79002,硅管取出术,12.6700x003
12.79003,硅管置入术,12.6700x004
12.79012,眼压调节器再次置入术,12.6700x010
12.79006,青光眼阀取出术,12.6701
12.79007,青光眼阀修复调位术,12.6702
12.79008,青光眼阀置入术,12.6704
12.71001,睫状体透热术,12.7100
12.72001,睫状体冷冻术,12.7200
12.73001,睫状体光凝术,12.7300
12.79010,眼压调节器置入术,12.7902
12.79011,眼压调节器修正术,12.7903
12.81001,巩膜裂伤缝合术,12.8100
12.82001,巩膜瘘修补术,12.8200x001
12.83002,眼前节手术伤口修补术,12.8300x002
12.83001,巩膜缝线调整术,12.8303
12.84002,巩膜咬切术,12.8400x002
12.84004,巩膜缝合术,12.8400x004
12.84005,巩膜透热术,12.8402
12.84001,巩膜病损切除术,12.8403
12.89003,巩膜冷冻术,12.8404
12.85001,巩膜葡萄肿移植物修补术,12.8500
12.85002,异体巩膜移植术,12.8500x002
12.86001,巩膜葡萄肿修补术,12.8600x001
12.87002,巩膜异体羊膜填充术,12.8701
12.87003,巩膜生物胶置入术,12.8702
12.87001,巩膜外加压伴填充术,12.8703
12.88002,巩膜移植物加固术,12.8800x002
12.88001,巩膜外加压术,12.8801
12.89001,巩膜板层移植术,12.8900x001
12.89005,巩膜修补术,12.8901
12.89004,巩膜探查术,12.8903
12.89002,巩膜放液术,12.8904
12.91002,机化膜切除,12.9100x002
12.91004,睫状体放液术,12.9100x004
12.91006,前房抽吸术,12.9100x006
12.91007,前房穿刺术,12.9101
12.91005,前房冲洗术,12.9102
12.92002,前房注气术,12.9201
12.92003,前房注液术,12.9202
12.92004,前房注药术,12.9203
12.93001,前房上皮衍生物去除术,12.9301
12.93002,前房上皮衍生物破坏术,12.9302
12.97001,人工虹膜隔取出术,12.9701
12.97002,人工虹膜隔置入术,12.9702
12.98001,睫状体缝合术,12.9801
12.98002,睫状体复位术,12.9803
12.99004,滤过泡增生组织切除术,12.9900x004
12.99008,前房硅油取出术,12.9900x008
12.99001,放射敷贴器取出术,12.9901
12.99005,前房成形术,12.9903
12.99007,前房导管修正术,12.9904
12.99006,前房导管去除术,12.9905
13.01001,晶状体异物磁吸术,13.0100
13.02001,晶状体切开异物取出术,13.0201
13.11001,经颞下晶状体囊内摘除术,13.1100
13.19006,白内障针吸术,13.1900x006
13.19007,晶状体囊内摘除术,13.1900x007
13.19008,膜性白内障剪除术,13.1900x008
13.19004,白内障囊内摘除术,13.1902
13.3001,晶状体单纯抽吸囊外摘除术,13.3x00x001
13.41001,白内障超声乳化抽吸术,13.4100x001
13.42001,经后路白内障切割吸出术,13.4200x001
13.43001,白内障切割吸出术,13.4300x001
13.51001,经颞侧晶状体囊外摘除术,13.5100
13.59001,白内障囊外摘除术,13.5900x001
13.64001,后发性白内障切开术,13.6400x001
13.65002,增殖膜切除术,13.6500x002
13.66001,后发膜机械性碎裂术,13.6600
13.69002,激光后囊切开术[YAG],13.6900x002
13.69001,残留皮质切除术,13.6901
13.70001,人工晶体置入术,13.7000
13.71002,超声乳化白内障摘除伴人工晶体植入术,13.7100
13.71001,白内障摘除伴人工晶体一期置入术,13.7100x001
13.72001,人工晶体二期置入术,13.7200x001
13.8003,人工晶体取出术,13.8x00x003
13.90004,后囊切开术,13.9000x004
13.90005,张力环缝合术,13.9000x005
13.90006,虹膜隔晶体置入术,13.9000x006
13.90007,人工晶体缝合术,13.9000x007
13.90008,人工晶体前膜切除术,13.9000x008
13.90001,人工晶体复位术,13.9001
13.90002,人工晶体悬吊术,13.9002
13.90003,张力环植入术,13.9003
14.01001,眼后节异物磁吸术,14.0100
14.02001,眼后节异物去除术,14.0200x001
14.79008,玻璃体腔异物取出术,14.0200x002
14.11001,玻璃体诊断性抽吸,14.1100
14.21001,脉络膜病损透热术,14.2101
14.21002,视网膜病损透热术,14.2102
14.22001,脉络膜病损冷冻术,14.2201
14.22003,视网膜病损冷冻术,14.2202
14.23001,视网膜病损氙弧光凝固术,14.2302
14.24001,脉络膜病损激光凝固术,14.2401
14.24002,视网膜病损激光凝固术,14.2402
12.99002,放射敷贴器置入术,14.2700x001
14.29001,视网膜剥离术,14.2900x001
14.29002,视网膜前膜切除术,14.2900x002
14.31001,视网膜裂孔电凝术,14.3101
14.32001,黄斑裂孔修复术,14.3200x001
14.32002,视网膜裂伤冷冻术,14.3200x002
14.34001,视网膜激光凝固术,14.3400
14.41002,巩膜环扎术伴植入物,14.4100
14.49001,巩膜环扎术,14.4900x001
14.49004,巩膜环扎术伴空气填充,14.4901
14.49002,巩膜环扎术伴玻璃体切除术,14.4903
14.51001,视网膜脱离电凝术,14.5101
14.52001,视网膜脱离冷冻术,14.5200x001
14.53001,视网膜脱离氙弧光凝固术,14.5300x001
14.54001,视网膜脱离激光治疗术,14.5400x001
14.53002,视网膜脱离复位术,14.5900
14.59003,巩膜缩短,14.5901
14.59001,玻璃体硅油置入术，用于视网膜再附着,14.5902
14.59002,玻璃体注入重水,14.5905
14.6001,去除眼后节手术植入物,14.6x00x001
16.71001,巩膜外环扎带取出术,14.6x01
14.6002,玻璃体内硅油取出术,14.6x02
14.71001,前入路玻璃体切除术,14.7100x001
14.72001,玻璃体穿刺抽液术,14.7201
14.73001,前入路玻璃体切割术,14.7300x001
14.74001,后入路玻璃体切割术,14.7401
14.75001,玻璃体腔内替代物注射术,14.7500x001
14.75002,玻璃体自体血清注入术,14.7500x002
14.75003,玻璃体硅油置换术,14.7501
14.79003,玻璃体腔探查术,14.7901
14.79009,玻璃体腔脱位晶状体取出术,14.7902
14.79004,玻璃体腔药物注射术,14.7903
14.79010,玻璃体腔残留晶体皮质取出术,14.7904
14.79002,玻璃体腔气液交换术,14.7905
14.9001,巩膜外环扎带调整术,14.9x00x001
14.9004,视网膜下放液术,14.9x01
14.22002,脉络膜上腔放液术,14.9x04
14.9005,视网膜色素上皮细胞移植术,14.9x08
15.01001,眼外肌活组织检查,15.0100x001
15.11001,一条眼外肌后徙术,15.1100
15.12001,一条眼外肌前徙术,15.1200
15.19001,一条眼外肌离断术,15.1900x001
15.22001,一条眼外肌缩短术,15.2200
15.3001,多条眼外肌后徙术,15.3x01
15.4001,多条眼外肌缩短术,15.4x01
15.5001,眼外肌移位术,15.5x00
15.6001,眼外肌手术后修正术,15.6x00
15.7001,眼外肌裂伤修补术,15.7x00
15.7002,眼外肌粘连松解术,15.7x01
15.9001,眼肌部分切除术,15.9x00x001
15.9002,眼阔筋膜切除术,15.9x01
16.01001,眶外侧壁切开术,16.0101
16.02001,眶切开术伴有植入眶植入物,16.0200
16.09004,一个眶壁减压术,16.0900x004
16.09005,多个眶壁减压术,16.0900x005
16.09001,眶切开探查术,16.0901
16.1001,眼内异物取出术,16.1x00x001
16.21001,眼底检查,16.2100x001
16.22001,眼眶诊断性抽吸,16.2200
16.23001,眼眶活组织检查,16.2301
16.31001,眼内容物剜出伴巩膜内填充,16.3100
16.39001,眼球内容物剜出术,16.3900x001
16.41002,眼球摘除伴义眼植入术,16.4100x002
16.42001,眼球摘除伴义眼台置入术,16.4101
16.42002,眼球摘除术伴植入物置入术,16.4200x002
16.49001,眼球摘除术,16.4900x001
16.42003,隐眼摘除术,16.4901
16.51002,眼眶内容物剜出术伴邻近结构去除术,16.5100
16.52001,眼眶内容物剜出术伴治疗性眶骨去除术,16.5200
16.59001,眼眶内容物剜出术,16.5900x001
16.59002,眼眶内容物剜出术伴颞肌移植术,16.5902
16.61001,义眼二期置入术,16.6100x001
16.61002,义眼台二期置入术,16.6101
16.62001,义眼台修正术,16.6200x001
16.63002,眼窝凹陷填充术,16.6300x002
16.63003,放疗后眼窝凹陷填充术,16.6300x003
16.65001,眼剜出腔的二期移植物置入术,16.6500
16.71003,义眼台取出术,16.7101
16.72001,眶植入物去除术,16.7200
16.81002,眼眶缺损修补术,16.8100x002
16.82001,眼球破裂修补术,16.8200
16.89001,眶骨重建术,16.8900x001
16.89002,眶内壁重建术,16.8900x002
16.89006,眼窝成形术,16.8903
16.91001,球后注射无水乙醇,16.9100x001
16.91002,眼球内注气术,16.9100x002
16.98001,眼眶病损切除术,16.9200
16.93002,眼病损切除术,16.9300
16.93001,眶内脓肿引流术,16.9300x001
16.92001,眶内病损切除术,16.9300x003
17.11001,腹腔镜下单侧腹股沟直疝无张力修补术,17.1100x001
17.12001,腹腔镜下单侧腹股沟斜疝无张力修补术,17.1200x001
17.21001,腹腔镜下双侧腹股沟直疝无张力修补术,17.2100x001
17.22001,腹腔镜下双侧腹股沟斜疝无张力修补术,17.2200x001
17.23001,腹腔镜下双侧腹股沟疝无张力修补术，一侧直疝一侧斜疝,17.2300x001
17.32001,腹腔镜下盲肠部分切除术,17.3200x001
17.33001,腹腔镜下右半结肠切除术,17.3300
17.36002,腹腔镜下乙状结肠根治性切除术,17.3600
17.36001,腹腔镜下乙状结肠部分切除术,17.3600x001
17.39002,腹腔镜下结肠部分切除术,17.3900x002
17.39001,腹腔镜下巨结肠根治术,17.3901
00.61010,经皮颅外血管粥样斑块切除术,17.5300
00.62004,经皮颅内血管粥样斑块切除术,17.5400
00.66005,经皮冠状动脉粥样斑块切除术,17.5500x002
18.01001,耳垂造孔术,18.0100
18.01002,耳垂脓肿切开引流术,18.0100x002
18.02003,外耳道探查术,18.0200x003
18.02001,外耳道脓肿切开引流术,18.0201
18.09001,耳前脓肿切开引流术,18.0901
18.11001,耳镜检查,18.1100
18.12001,外耳活组织检查,18.1200
18.21004,耳前病损切除术,18.2100
18.21006,耳前瘘管切除术,18.2100x006
18.21005,耳前窦道切除术,18.2101
18.29009,外耳道病损切除术,18.2900x009
18.29013,外耳病损冷冻治疗术,18.2900x013
18.39002,耳廓清创术,18.2900x016
18.29001,外耳病损切除术,18.2901
18.29012,外耳病损烧灼术,18.2902
18.29014,外耳病损刮除术,18.2904
18.29015,外耳病损电凝术,18.2905
18.29008,副耳切除术,18.2907
18.31001,外耳病损根治性切除术,18.3100
18.29011,耳廓切除术,18.3900x003
18.39001,外耳切断术,18.3901
18.4001,外耳裂伤缝合术,18.4x00
18.5001,招风耳矫正术,18.5x00x001
18.6002,外耳道重建术,18.6x00
18.6001,外耳道成形术,18.6x01
18.71001,耳廓成形术,18.7100x001
18.71002,耳廓重建术,18.7100x002
18.71008,隐耳矫正术,18.7100x009
18.71005,杯状耳矫正术,18.7101
18.71007,耳廓支架置入术,18.7102
18.71009,耳廓支架取出术,18.7104
18.71003,耳廓缺损修补术,18.7105
18.72001,断耳再植术,18.7200
18.79002,耳垂畸形矫正术,18.7900x002
18.79008,乳突植皮术,18.7900x008
18.79009,耳游离皮瓣移植术,18.7900x009
18.79004,外耳成形术,18.7901
18.71006,耳廓植皮术,18.7902
18.6004,耳甲腔成形术,18.7906
18.9002,耳前皮肤扩张器置入术,18.9x00x002
18.9004,外耳道支架取出术,18.9x00x004
18.9005,外耳道支架置换术,18.9x00x005
18.9007,耳后皮肤扩张器植入术,18.9x00x007
19.0002,镫骨板钻孔术,19.0x00x002
19.0003,镫骨松动术,19.0x00x003
19.0001,镫骨再撼动术,19.0x03
19.11001,镫骨切除伴砧骨置换术,19.1100
19.19002,镫骨部分切除伴脂肪移植术,19.1900x002
19.19003,镫骨切除术,19.1900x003
19.19004,人工镫骨置入术,19.1900x004
19.19005,人工镫骨置换术,19.1900x005
19.19001,镫骨部分切除术,19.1901
19.21001,镫骨切除术伴砧骨置换的修正术,19.2100
19.29001,镫骨切除术的修正术,19.2900x001
19.3002,听骨切除术,19.3x01
19.3001,听骨链重建术,19.3x03
19.4002,鼓膜修补术,19.4x00x002
19.4003,鼓膜移植术,19.4x00x003
19.4004,I型鼓室成形术,19.4x01
19.52001,II型鼓室成形术,19.5200
19.53001,III型鼓室成形术,19.5300
19.54001,IV型鼓室成形术,19.5400
19.55001,V型鼓室成形术,19.5500
19.6001,鼓室成形修正术,19.6x00x001
19.9006,乙状窦还纳术,19.9x00x006
